fruit_label,fruit_name,fruit_subtype,mass,width,height,color_score
7,mango,unknown,340.0,8.5,13.1,0.82
19,dragon_fruit,unknown,319.0,9.6,12.4,0.92
21,plum,unknown,67.0,4.9,4.1,0.67
10,tomato,unknown,79.0,6.4,5.4,0.7
18,papaya,unknown,335.0,9.8,20.0,0.78
9,pomegranate,unknown,290.0,8.5,7.7,0.62
26,lychee,unknown,25.0,3.5,3.6,0.86
10,tomato,unknown,108.0,6.7,5.3,0.61
16,cherry,unknown,11.0,2.5,2.3,1.0
12,grape,unknown,8.0,2.2,2.3,0.63
1,apple,fuji,189.0,7.1,7.3,0.87
28,persimmon,unknown,192.0,7.0,6.8,0.82
8,banana,unknown,134.0,3.5,15.7,0.9
13,watermelon,unknown,2940.0,21.9,28.0,0.54
2,mandarin,clementine,75.0,5.1,5.1,0.79
29,passion_fruit,unknown,25.0,4.9,6.3,0.64
17,avocado,unknown,181.0,8.1,8.1,0.52
14,pineapple,unknown,1538.0,10.6,20.4,0.73
17,avocado,unknown,149.0,6.5,10.2,0.43
7,mango,unknown,177.0,8.1,12.6,0.82
1,apple,fuji,175.0,6.6,8.4,0.82
16,cherry,unknown,10.0,2.6,2.1,0.95
29,passion_fruit,unknown,36.0,5.3,5.5,0.64
23,grapefruit,unknown,362.0,12.8,10.4,0.77
29,passion_fruit,unknown,39.0,4.8,7.1,0.62
15,kiwi,unknown,78.0,4.3,7.3,0.6
15,kiwi,unknown,54.0,5.0,5.3,0.67
15,kiwi,unknown,59.0,5.4,6.6,0.73
9,pomegranate,unknown,282.0,8.2,8.7,0.55
24,durian,unknown,2475.0,21.4,27.5,0.64
5,pear,unknown,178.0,7.2,9.0,0.72
27,starfruit,unknown,67.0,5.4,8.8,0.71
17,avocado,unknown,191.0,5.6,11.7,0.56
17,avocado,unknown,170.0,6.2,9.8,0.48
29,passion_fruit,unknown,41.0,3.9,6.1,0.63
1,apple,fuji,224.0,7.9,6.4,0.81
15,kiwi,unknown,81.0,5.3,5.8,0.77
10,tomato,unknown,81.0,5.7,5.6,0.67
24,durian,unknown,1742.0,19.0,25.1,0.67
20,guava,unknown,126.0,5.0,6.4,0.61
30,apricot,unknown,46.0,3.8,4.8,0.84
13,watermelon,unknown,2704.0,19.1,30.8,0.6
30,apricot,unknown,43.0,4.0,4.9,0.78
23,grapefruit,unknown,426.0,10.0,10.0,0.77
5,pear,unknown,114.0,7.1,8.5,0.79
30,apricot,unknown,46.0,3.6,4.7,0.77
14,pineapple,unknown,1758.0,14.7,21.8,0.77
28,persimmon,unknown,147.0,6.5,5.9,0.86
4,lemon,meyer,109.0,5.2,7.5,0.71
15,kiwi,unknown,83.0,5.2,6.6,0.71
27,starfruit,unknown,82.0,5.3,8.5,0.75
3,orange,valencia,159.0,6.8,6.6,0.75
7,mango,unknown,223.0,8.7,11.7,0.81
1,apple,fuji,179.0,8.5,6.6,0.83
8,banana,unknown,117.0,3.4,16.8,0.85
26,lychee,unknown,21.0,3.6,3.4,0.79
19,dragon_fruit,unknown,375.0,8.5,11.5,0.89
18,papaya,unknown,391.0,12.1,19.2,0.75
28,persimmon,unknown,209.0,7.8,5.2,0.78
16,cherry,unknown,10.0,2.7,2.2,0.93
6,peach,unknown,125.0,6.8,6.6,0.84
24,durian,unknown,2111.0,20.3,23.0,0.59
14,pineapple,unknown,1605.0,12.6,21.4,0.78
7,mango,unknown,238.0,9.0,12.5,0.83
25,coconut,unknown,1205.0,15.2,15.4,0.57
6,peach,unknown,132.0,7.1,6.5,0.82
22,lime,unknown,53.0,4.4,5.4,0.52
9,pomegranate,unknown,281.0,9.9,8.0,0.62
22,lime,unknown,62.0,4.1,5.3,0.54
30,apricot,unknown,56.0,4.7,4.7,0.83
29,passion_fruit,unknown,39.0,4.6,5.9,0.73
1,apple,fuji,182.0,8.1,6.4,0.73
5,pear,unknown,172.0,7.1,11.0,0.8
12,grape,unknown,8.0,2.1,2.9,0.59
29,passion_fruit,unknown,38.0,5.1,4.2,0.69
12,grape,unknown,9.0,1.9,2.6,0.55
8,banana,unknown,137.0,3.4,16.4,0.91
7,mango,unknown,290.0,7.8,13.6,0.83
25,coconut,unknown,1553.0,15.3,20.2,0.6
16,cherry,unknown,10.0,2.7,2.6,0.95
16,cherry,unknown,12.0,2.6,2.3,0.92
20,guava,unknown,124.0,6.4,6.3,0.64
26,lychee,unknown,25.0,3.5,4.0,0.95
21,plum,unknown,59.0,4.8,5.3,0.71
28,persimmon,unknown,209.0,8.0,5.9,0.78
23,grapefruit,unknown,391.0,11.3,12.4,0.71
27,starfruit,unknown,79.0,5.8,9.8,0.75
21,plum,unknown,66.0,4.9,5.0,0.69
13,watermelon,unknown,2591.0,22.3,32.2,0.6
24,durian,unknown,2001.0,16.4,22.3,0.63
18,papaya,unknown,586.0,9.7,20.9,0.78
18,papaya,unknown,525.0,11.4,17.6,0.79
2,mandarin,clementine,67.0,5.7,3.9,0.89
23,grapefruit,unknown,399.0,11.5,11.4,0.65
12,grape,unknown,5.0,1.9,2.7,0.54
20,guava,unknown,111.0,7.1,6.5,0.58
23,grapefruit,unknown,381.0,11.4,10.9,0.8
25,coconut,unknown,943.0,14.2,15.8,0.53
4,lemon,meyer,127.0,6.6,9.0,0.66
30,apricot,unknown,44.0,4.0,4.4,0.81
4,lemon,meyer,146.0,5.7,7.9,0.63
5,pear,unknown,191.0,8.0,8.2,0.69
23,grapefruit,unknown,411.0,9.6,12.5,0.74
9,pomegranate,unknown,235.0,9.5,8.3,0.63
15,kiwi,unknown,90.0,3.9,6.6,0.67
5,pear,unknown,201.0,6.1,10.2,0.82
16,cherry,unknown,11.0,2.4,1.9,0.89
7,mango,unknown,228.0,8.2,12.3,0.8
6,peach,unknown,128.0,6.8,5.8,0.81
18,papaya,unknown,447.0,9.9,19.1,0.81
13,watermelon,unknown,2926.0,19.9,31.1,0.52
17,avocado,unknown,161.0,5.9,10.4,0.56
12,grape,unknown,8.0,2.0,2.6,0.61
26,lychee,unknown,25.0,3.1,3.2,0.86
11,strawberry,unknown,22.0,2.7,4.2,0.88
29,passion_fruit,unknown,38.0,5.1,5.5,0.68
28,persimmon,unknown,175.0,6.5,5.5,0.88
6,peach,unknown,121.0,6.1,7.0,0.79
11,strawberry,unknown,18.0,2.9,3.8,0.92
26,lychee,unknown,22.0,4.2,3.1,0.88
8,banana,unknown,108.0,3.2,16.6,0.89
18,papaya,unknown,458.0,9.3,18.6,0.83
7,mango,unknown,234.0,9.8,14.1,0.82
21,plum,unknown,70.0,5.0,4.1,0.71
22,lime,unknown,59.0,4.3,5.2,0.55
8,banana,unknown,111.0,3.5,19.4,0.84
23,grapefruit,unknown,334.0,10.5,9.5,0.77
22,lime,unknown,52.0,4.3,4.3,0.52
9,pomegranate,unknown,260.0,7.3,9.1,0.57
22,lime,unknown,68.0,4.2,5.4,0.58
5,pear,unknown,163.0,7.6,8.5,0.71
11,strawberry,unknown,19.0,3.1,4.3,0.87
7,mango,unknown,271.0,8.3,11.9,0.84
17,avocado,unknown,181.0,5.5,10.5,0.45
13,watermelon,unknown,2259.0,23.5,31.2,0.53
13,watermelon,unknown,2859.0,20.2,27.2,0.53
14,pineapple,unknown,1282.0,12.6,18.4,0.74
9,pomegranate,unknown,312.0,10.3,7.7,0.6
29,passion_fruit,unknown,27.0,5.2,5.9,0.64
28,persimmon,unknown,214.0,6.6,5.5,0.84
9,pomegranate,unknown,258.0,9.6,8.2,0.59
2,mandarin,clementine,98.0,6.0,3.9,0.86
7,mango,unknown,185.0,8.0,11.5,0.82
9,pomegranate,unknown,289.0,8.7,8.8,0.57
20,guava,unknown,147.0,6.9,7.0,0.61
17,avocado,unknown,182.0,6.5,10.1,0.49
1,apple,fuji,166.0,7.2,7.1,0.86
3,orange,valencia,141.0,8.6,7.9,0.8
2,mandarin,clementine,67.0,5.4,3.6,0.79
30,apricot,unknown,36.0,4.1,4.4,0.82
14,pineapple,unknown,1470.0,14.1,17.5,0.76
15,kiwi,unknown,83.0,4.7,6.7,0.67
17,avocado,unknown,154.0,6.7,9.6,0.43
17,avocado,unknown,199.0,6.4,9.1,0.51
20,guava,unknown,200.0,5.9,6.7,0.6
3,orange,valencia,181.0,8.4,7.8,0.74
22,lime,unknown,68.0,4.4,5.1,0.58
3,orange,valencia,153.0,6.5,7.1,0.72
23,grapefruit,unknown,319.0,11.7,11.3,0.76
6,peach,unknown,105.0,6.3,6.6,0.91
10,tomato,unknown,96.0,5.5,6.2,0.63
16,cherry,unknown,11.0,2.4,2.4,0.98
8,banana,unknown,137.0,3.3,16.4,0.88
2,mandarin,clementine,56.0,6.0,4.2,0.75
22,lime,unknown,52.0,4.6,5.2,0.61
17,avocado,unknown,192.0,8.1,9.4,0.47
18,papaya,unknown,407.0,9.0,22.7,0.77
18,papaya,unknown,460.0,11.1,18.6,0.75
18,papaya,unknown,507.0,9.4,18.9,0.76
18,papaya,unknown,521.0,9.5,19.8,0.82
30,apricot,unknown,53.0,4.2,4.7,0.85
18,papaya,unknown,367.0,10.1,20.2,0.73
14,pineapple,unknown,1664.0,12.6,21.6,0.79
24,durian,unknown,2273.0,15.6,27.9,0.69
15,kiwi,unknown,46.0,4.4,7.0,0.69
7,mango,unknown,312.0,10.4,10.0,0.86
16,cherry,unknown,10.0,2.4,2.1,0.96
22,lime,unknown,62.0,4.4,5.0,0.47
18,papaya,unknown,524.0,9.8,23.1,0.75
20,guava,unknown,145.0,6.4,7.2,0.6
6,peach,unknown,120.0,5.8,6.8,0.89
22,lime,unknown,64.0,3.7,5.2,0.49
19,dragon_fruit,unknown,398.0,8.3,12.3,0.82
22,lime,unknown,54.0,4.3,4.5,0.52
19,dragon_fruit,unknown,327.0,9.6,13.2,0.84
22,lime,unknown,59.0,4.6,4.5,0.51
11,strawberry,unknown,17.0,2.8,3.4,0.92
25,coconut,unknown,1357.0,16.2,18.3,0.6
30,apricot,unknown,44.0,4.5,4.0,0.81
10,tomato,unknown,71.0,5.1,6.4,0.65
10,tomato,unknown,107.0,6.3,6.4,0.61
17,avocado,unknown,173.0,7.2,9.1,0.51
24,durian,unknown,1502.0,16.8,22.5,0.72
24,durian,unknown,1952.0,17.3,25.6,0.61
27,starfruit,unknown,94.0,5.5,9.2,0.73
11,strawberry,unknown,21.0,3.4,3.8,0.93
1,apple,fuji,170.0,8.2,7.2,0.84
11,strawberry,unknown,17.0,3.4,3.8,0.87
2,mandarin,clementine,86.0,5.3,4.1,0.88
22,lime,unknown,50.0,4.7,4.6,0.64
30,apricot,unknown,42.0,3.9,4.6,0.83
18,papaya,unknown,509.0,10.0,20.9,0.81
8,banana,unknown,113.0,3.1,15.8,0.85
11,strawberry,unknown,21.0,3.5,4.3,0.89
5,pear,unknown,182.0,7.9,9.4,0.82
19,dragon_fruit,unknown,288.0,9.6,11.8,0.89
25,coconut,unknown,1284.0,17.1,17.7,0.51
23,grapefruit,unknown,466.0,12.7,11.3,0.77
7,mango,unknown,255.0,7.4,10.5,0.79
26,lychee,unknown,28.0,3.4,4.3,0.86
28,persimmon,unknown,167.0,7.6,5.4,0.84
20,guava,unknown,191.0,6.4,6.3,0.61
12,grape,unknown,8.0,1.9,2.5,0.63
29,passion_fruit,unknown,36.0,4.8,5.1,0.58
18,papaya,unknown,651.0,10.4,21.2,0.72
2,mandarin,clementine,91.0,7.9,4.9,0.78
24,durian,unknown,2314.0,14.1,23.7,0.65
26,lychee,unknown,27.0,3.9,3.8,0.88
12,grape,unknown,7.0,1.9,2.4,0.55
14,pineapple,unknown,1455.0,12.8,22.8,0.68
29,passion_fruit,unknown,40.0,4.9,5.8,0.7
29,passion_fruit,unknown,39.0,4.5,5.2,0.76
14,pineapple,unknown,1642.0,12.2,19.1,0.75
11,strawberry,unknown,20.0,3.2,3.9,1.0
25,coconut,unknown,1105.0,15.3,19.9,0.67
29,passion_fruit,unknown,38.0,5.5,5.5,0.64
12,grape,unknown,8.0,2.0,2.4,0.64
23,grapefruit,unknown,425.0,10.8,11.5,0.77
23,grapefruit,unknown,314.0,12.4,9.4,0.75
14,pineapple,unknown,2012.0,13.5,23.4,0.74
26,lychee,unknown,26.0,3.5,3.9,0.83
8,banana,unknown,125.0,2.9,18.1,0.85
21,plum,unknown,50.0,4.1,5.6,0.78
26,lychee,unknown,26.0,4.1,3.3,0.83
28,persimmon,unknown,188.0,8.4,6.2,0.82
18,papaya,unknown,559.0,9.5,22.9,0.78
10,tomato,unknown,113.0,6.4,6.5,0.62
25,coconut,unknown,952.0,15.2,21.1,0.62
27,starfruit,unknown,68.0,6.2,9.4,0.63
22,lime,unknown,59.0,4.5,5.4,0.48
14,pineapple,unknown,1258.0,12.3,22.9,0.8
23,grapefruit,unknown,491.0,12.4,11.3,0.63
5,pear,unknown,144.0,7.7,8.4,0.77
28,persimmon,unknown,101.0,7.6,6.4,0.79
27,starfruit,unknown,78.0,7.1,11.9,0.74
14,pineapple,unknown,1601.0,13.2,19.7,0.76
18,papaya,unknown,538.0,8.3,17.2,0.78
8,banana,unknown,128.0,3.2,14.7,0.84
15,kiwi,unknown,74.0,5.6,6.0,0.68
27,starfruit,unknown,73.0,6.1,10.0,0.75
15,kiwi,unknown,85.0,5.3,7.2,0.72
8,banana,unknown,124.0,4.1,20.4,0.92
7,mango,unknown,248.0,7.2,12.9,0.81
13,watermelon,unknown,2659.0,20.9,29.4,0.59
29,passion_fruit,unknown,43.0,4.5,4.4,0.72
9,pomegranate,unknown,315.0,8.3,8.7,0.61
16,cherry,unknown,8.0,2.3,2.2,0.99
28,persimmon,unknown,156.0,7.0,5.1,0.84
19,dragon_fruit,unknown,321.0,9.1,12.2,0.89
1,apple,fuji,151.0,7.5,4.9,0.74
23,grapefruit,unknown,355.0,11.3,9.9,0.73
25,coconut,unknown,1240.0,15.1,17.3,0.58
27,starfruit,unknown,90.0,7.0,10.1,0.71
7,mango,unknown,244.0,6.8,11.7,0.84
19,dragon_fruit,unknown,360.0,8.7,13.6,0.88
24,durian,unknown,2142.0,20.8,24.8,0.67
14,pineapple,unknown,1410.0,13.9,18.0,0.72
25,coconut,unknown,975.0,14.8,16.7,0.54
23,grapefruit,unknown,433.0,11.0,10.6,0.76
24,durian,unknown,2020.0,20.9,23.0,0.63
6,peach,unknown,139.0,6.5,7.2,0.91
14,pineapple,unknown,1422.0,13.8,18.3,0.72
25,coconut,unknown,1332.0,15.9,14.1,0.65
19,dragon_fruit,unknown,340.0,10.4,12.3,0.83
8,banana,unknown,92.0,3.5,16.6,0.88
18,papaya,unknown,363.0,12.1,20.8,0.81
21,plum,unknown,65.0,5.3,4.8,0.67
22,lime,unknown,60.0,3.8,5.1,0.52
23,grapefruit,unknown,493.0,11.8,11.5,0.73
9,pomegranate,unknown,311.0,7.5,7.9,0.55
17,avocado,unknown,209.0,6.4,8.4,0.53
19,dragon_fruit,unknown,397.0,10.5,12.2,0.87
1,apple,fuji,160.0,8.1,7.6,0.75
2,mandarin,clementine,77.0,4.9,4.7,0.89
1,apple,fuji,207.0,7.6,5.9,0.74
12,grape,unknown,8.0,1.7,2.7,0.59
15,kiwi,unknown,60.0,4.1,6.9,0.63
28,persimmon,unknown,232.0,6.9,5.9,0.77
18,papaya,unknown,442.0,9.2,21.2,0.82
10,tomato,unknown,87.0,6.0,5.5,0.71
22,lime,unknown,64.0,4.5,4.7,0.48
17,avocado,unknown,172.0,6.5,9.7,0.5
19,dragon_fruit,unknown,445.0,9.4,10.2,0.87
29,passion_fruit,unknown,41.0,4.5,5.5,0.67
18,papaya,unknown,486.0,9.4,18.3,0.88
14,pineapple,unknown,1599.0,14.5,23.0,0.69
19,dragon_fruit,unknown,320.0,7.2,10.3,0.88
6,peach,unknown,148.0,7.6,6.1,0.83
10,tomato,unknown,91.0,5.8,4.7,0.66
30,apricot,unknown,55.0,4.0,4.3,0.8
19,dragon_fruit,unknown,328.0,9.2,11.5,0.86
5,pear,unknown,160.0,7.1,8.8,0.78
30,apricot,unknown,42.0,3.4,4.1,0.81
17,avocado,unknown,223.0,7.2,6.6,0.54
18,papaya,unknown,524.0,11.1,17.0,0.85
15,kiwi,unknown,91.0,5.4,5.9,0.67
9,pomegranate,unknown,244.0,8.7,7.3,0.65
6,peach,unknown,131.0,6.5,6.7,0.8
4,lemon,meyer,108.0,5.5,7.4,0.73
4,lemon,meyer,149.0,5.8,9.1,0.73
18,papaya,unknown,453.0,8.8,23.8,0.76
5,pear,unknown,182.0,7.8,8.5,0.79
20,guava,unknown,148.0,6.0,5.6,0.64
18,papaya,unknown,630.0,10.3,15.2,0.76
4,lemon,meyer,116.0,6.1,9.4,0.73
27,starfruit,unknown,79.0,5.3,9.4,0.78
22,lime,unknown,73.0,5.0,5.2,0.57
26,lychee,unknown,26.0,3.8,2.5,0.94
8,banana,unknown,122.0,2.9,18.0,0.91
17,avocado,unknown,160.0,6.9,8.9,0.45
11,strawberry,unknown,16.0,3.0,3.8,0.89
7,mango,unknown,238.0,7.6,13.4,0.82
10,tomato,unknown,103.0,6.5,5.5,0.65
4,lemon,meyer,159.0,5.7,10.0,0.68
8,banana,unknown,94.0,3.3,18.1,0.83
22,lime,unknown,67.0,5.0,3.9,0.46
2,mandarin,clementine,90.0,5.5,4.6,0.8
22,lime,unknown,58.0,4.8,5.1,0.54
19,dragon_fruit,unknown,352.0,8.8,12.6,0.85
10,tomato,unknown,106.0,5.4,5.3,0.66
30,apricot,unknown,39.0,3.8,3.8,0.77
10,tomato,unknown,113.0,6.9,4.1,0.67
6,peach,unknown,124.0,5.2,7.0,0.88
6,peach,unknown,178.0,7.1,7.0,0.86
29,passion_fruit,unknown,39.0,4.6,5.3,0.67
13,watermelon,unknown,2262.0,22.8,28.4,0.57
16,cherry,unknown,9.0,2.4,2.1,0.96
21,plum,unknown,62.0,5.3,5.4,0.71
23,grapefruit,unknown,474.0,9.7,10.9,0.75
2,mandarin,clementine,53.0,6.5,4.5,0.86
14,pineapple,unknown,1332.0,15.7,24.4,0.7
17,avocado,unknown,188.0,7.4,8.0,0.49
20,guava,unknown,102.0,7.7,6.7,0.61
2,mandarin,clementine,75.0,6.1,4.0,0.82
25,coconut,unknown,1097.0,14.4,21.4,0.63
26,lychee,unknown,25.0,3.6,3.4,0.81
6,peach,unknown,140.0,7.1,5.4,0.88
13,watermelon,unknown,2077.0,21.1,34.0,0.65
15,kiwi,unknown,76.0,5.4,5.8,0.72
6,peach,unknown,161.0,7.4,7.0,0.8
27,starfruit,unknown,94.0,6.6,10.8,0.65
17,avocado,unknown,148.0,6.7,9.7,0.51
22,lime,unknown,67.0,4.5,4.7,0.57
18,papaya,unknown,578.0,11.2,21.1,0.8
16,cherry,unknown,8.0,2.8,1.9,0.97
28,persimmon,unknown,239.0,7.6,6.4,0.82
3,orange,valencia,162.0,7.0,7.2,0.76
22,lime,unknown,65.0,4.7,4.9,0.58
7,mango,unknown,206.0,8.5,10.0,0.83
17,avocado,unknown,208.0,6.7,9.1,0.54
1,apple,fuji,192.0,7.6,7.3,0.76
18,papaya,unknown,425.0,11.0,24.6,0.77
9,pomegranate,unknown,282.0,10.0,6.5,0.61
16,cherry,unknown,14.0,2.3,2.5,1.0
17,avocado,unknown,175.0,6.9,8.8,0.52
14,pineapple,unknown,1351.0,12.9,18.7,0.77
11,strawberry,unknown,22.0,2.5,3.7,0.88
7,mango,unknown,257.0,8.5,11.6,0.85
8,banana,unknown,125.0,3.1,16.5,0.92
25,coconut,unknown,1391.0,14.0,21.2,0.68
24,durian,unknown,2028.0,18.4,22.2,0.62
29,passion_fruit,unknown,41.0,4.7,4.9,0.62
30,apricot,unknown,38.0,3.5,4.6,0.78
19,dragon_fruit,unknown,314.0,9.9,12.8,0.84
12,grape,unknown,9.0,2.1,2.5,0.58
3,orange,valencia,167.0,7.4,7.8,0.76
14,pineapple,unknown,1212.0,11.2,19.3,0.75
26,lychee,unknown,29.0,3.4,3.7,0.85
30,apricot,unknown,46.0,4.7,3.6,0.82
11,strawberry,unknown,22.0,3.5,4.5,0.89
18,papaya,unknown,482.0,10.2,19.0,0.84
15,kiwi,unknown,78.0,4.4,5.4,0.77
13,watermelon,unknown,2126.0,16.1,31.3,0.55
22,lime,unknown,51.0,4.6,5.2,0.51
20,guava,unknown,104.0,5.9,6.8,0.55
14,pineapple,unknown,1580.0,11.4,20.7,0.76
13,watermelon,unknown,2622.0,22.9,31.5,0.57
1,apple,fuji,169.0,7.5,6.6,0.83
20,guava,unknown,105.0,6.1,8.2,0.59
8,banana,unknown,115.0,3.5,18.4,0.85
5,pear,unknown,175.0,7.6,6.7,0.69
23,grapefruit,unknown,408.0,12.0,11.3,0.74
19,dragon_fruit,unknown,455.0,9.5,11.0,0.92
22,lime,unknown,54.0,3.4,4.8,0.5
24,durian,unknown,2250.0,17.4,25.1,0.67
27,starfruit,unknown,77.0,6.3,8.3,0.73
22,lime,unknown,52.0,4.0,5.4,0.5
25,coconut,unknown,1379.0,15.0,19.1,0.67
21,plum,unknown,62.0,4.8,5.5,0.65
7,mango,unknown,248.0,6.9,12.6,0.79
9,pomegranate,unknown,330.0,7.6,7.3,0.59
1,apple,fuji,222.0,7.3,6.7,0.75
21,plum,unknown,73.0,4.8,5.6,0.69
18,papaya,unknown,472.0,8.6,19.4,0.74
18,papaya,unknown,377.0,10.8,18.5,0.76
8,banana,unknown,99.0,3.6,15.1,0.83
18,papaya,unknown,413.0,8.5,20.3,0.75
27,starfruit,unknown,77.0,5.0,10.6,0.73
27,starfruit,unknown,104.0,6.2,9.3,0.72
18,papaya,unknown,645.0,9.3,20.0,0.77
21,plum,unknown,74.0,5.8,4.5,0.73
2,mandarin,clementine,91.0,5.7,5.8,0.77
3,orange,valencia,158.0,8.3,6.9,0.75
1,apple,fuji,149.0,8.2,6.6,0.77
19,dragon_fruit,unknown,475.0,9.6,13.3,0.88
24,durian,unknown,2232.0,19.0,23.6,0.73
17,avocado,unknown,180.0,6.0,9.1,0.49
8,banana,unknown,112.0,3.8,18.6,0.87
8,banana,unknown,112.0,3.5,14.8,0.91
18,papaya,unknown,551.0,11.2,18.8,0.72
24,durian,unknown,1554.0,18.6,23.4,0.73
6,peach,unknown,149.0,7.5,7.3,0.84
29,passion_fruit,unknown,36.0,5.2,5.5,0.65
24,durian,unknown,1751.0,16.7,24.7,0.55
21,plum,unknown,63.0,4.4,4.8,0.65
30,apricot,unknown,50.0,3.4,4.5,0.84
20,guava,unknown,134.0,6.3,6.1,0.66
24,durian,unknown,1616.0,16.6,22.5,0.6
24,durian,unknown,2006.0,14.2,26.6,0.68
21,plum,unknown,40.0,4.8,5.5,0.68
13,watermelon,unknown,2232.0,20.9,25.9,0.54
22,lime,unknown,57.0,3.9,4.3,0.47
10,tomato,unknown,67.0,6.1,4.9,0.68
30,apricot,unknown,43.0,3.9,3.9,0.77
21,plum,unknown,55.0,4.7,4.8,0.67
18,papaya,unknown,533.0,9.0,19.0,0.79
14,pineapple,unknown,1248.0,10.0,21.6,0.77
9,pomegranate,unknown,301.0,9.7,8.6,0.62
19,dragon_fruit,unknown,372.0,11.0,10.8,0.88
17,avocado,unknown,157.0,6.3,8.3,0.38
22,lime,unknown,60.0,4.9,5.0,0.5
19,dragon_fruit,unknown,289.0,8.7,14.6,0.88
5,pear,unknown,158.0,8.1,8.8,0.73
28,persimmon,unknown,196.0,7.7,5.8,0.77
5,pear,unknown,192.0,7.0,10.2,0.74
9,pomegranate,unknown,293.0,8.2,7.5,0.62
17,avocado,unknown,190.0,7.7,9.6,0.6
8,banana,unknown,123.0,3.2,16.9,0.91
26,lychee,unknown,16.0,3.4,4.0,0.89
25,coconut,unknown,1389.0,17.2,18.3,0.65
3,orange,valencia,159.0,7.6,7.2,0.77
19,dragon_fruit,unknown,417.0,9.3,12.0,0.85
28,persimmon,unknown,127.0,8.0,5.8,0.84
20,guava,unknown,169.0,6.9,5.9,0.64
17,avocado,unknown,155.0,6.3,8.7,0.42
13,watermelon,unknown,2248.0,22.2,28.5,0.58
2,mandarin,clementine,90.0,5.4,3.9,0.74
1,apple,fuji,200.0,7.9,7.8,0.8
24,durian,unknown,1848.0,19.3,31.4,0.61
12,grape,unknown,5.0,1.8,2.4,0.55
5,pear,unknown,157.0,8.0,8.5,0.79
22,lime,unknown,52.0,4.1,5.3,0.5
3,orange,valencia,148.0,7.5,7.9,0.77
9,pomegranate,unknown,260.0,10.2,7.7,0.66
12,grape,unknown,7.0,1.8,2.3,0.59
10,tomato,unknown,93.0,5.0,5.7,0.68
1,apple,fuji,159.0,7.5,7.0,0.75
11,strawberry,unknown,24.0,2.6,3.9,0.87
9,pomegranate,unknown,249.0,8.3,8.0,0.61
1,apple,fuji,195.0,8.0,6.6,0.77
23,grapefruit,unknown,333.0,10.5,10.7,0.77
2,mandarin,clementine,102.0,6.4,4.6,0.83
29,passion_fruit,unknown,39.0,5.2,5.5,0.65
20,guava,unknown,162.0,7.2,6.4,0.65
6,peach,unknown,115.0,7.5,6.8,0.84
12,grape,unknown,7.0,2.0,2.3,0.56
4,lemon,meyer,115.0,5.6,9.2,0.7
3,orange,valencia,140.0,7.3,7.3,0.79
18,papaya,unknown,489.0,8.6,21.0,0.81
21,plum,unknown,43.0,5.7,5.1,0.84
16,cherry,unknown,11.0,2.7,2.5,0.94
14,pineapple,unknown,1579.0,13.5,19.8,0.74
3,orange,valencia,164.0,7.7,8.2,0.78
1,apple,fuji,178.0,7.9,6.7,0.86
27,starfruit,unknown,89.0,6.0,9.8,0.72
24,durian,unknown,1677.0,15.7,26.3,0.6
18,papaya,unknown,527.0,10.7,20.8,0.7
15,kiwi,unknown,62.0,5.6,5.9,0.66
10,tomato,unknown,107.0,6.0,5.6,0.62
15,kiwi,unknown,91.0,4.7,7.1,0.71
26,lychee,unknown,23.0,3.4,3.9,0.85
7,mango,unknown,278.0,8.3,10.9,0.84
24,durian,unknown,2080.0,16.8,25.6,0.57
1,apple,fuji,172.0,6.3,7.2,0.85
13,watermelon,unknown,2344.0,22.1,31.7,0.53
30,apricot,unknown,51.0,4.1,4.8,0.83
1,apple,fuji,204.0,7.0,6.3,0.77
28,persimmon,unknown,154.0,6.7,6.6,0.83
13,watermelon,unknown,2669.0,20.6,29.7,0.55
4,lemon,meyer,136.0,6.0,8.4,0.75
29,passion_fruit,unknown,55.0,4.2,6.4,0.68
22,lime,unknown,54.0,4.2,4.4,0.6
10,tomato,unknown,98.0,6.3,5.5,0.68
15,kiwi,unknown,58.0,4.9,6.9,0.71
26,lychee,unknown,28.0,3.5,3.5,0.86
24,durian,unknown,1886.0,17.0,28.0,0.69
23,grapefruit,unknown,452.0,11.9,11.5,0.74
9,pomegranate,unknown,252.0,9.8,8.6,0.63
4,lemon,meyer,148.0,6.1,8.4,0.71
3,orange,valencia,145.0,7.2,7.3,0.8
10,tomato,unknown,92.0,5.9,5.9,0.67
24,durian,unknown,1570.0,21.3,19.6,0.59
8,banana,unknown,111.0,2.9,15.5,0.98
28,persimmon,unknown,238.0,6.8,5.7,0.84
4,lemon,meyer,168.0,6.3,7.5,0.78
23,grapefruit,unknown,344.0,11.1,13.3,0.8
2,mandarin,clementine,71.0,5.7,4.5,0.89
28,persimmon,unknown,216.0,7.7,5.5,0.83
11,strawberry,unknown,15.0,3.2,3.4,0.89
5,pear,unknown,176.0,7.8,8.6,0.76
5,pear,unknown,178.0,6.7,7.3,0.76
25,coconut,unknown,1049.0,14.3,15.9,0.64
10,tomato,unknown,71.0,5.8,5.4,0.65
11,strawberry,unknown,19.0,2.6,3.7,0.91
3,orange,valencia,157.0,6.7,6.6,0.77
4,lemon,meyer,113.0,5.9,8.3,0.74
8,banana,unknown,117.0,3.8,19.2,0.86
29,passion_fruit,unknown,44.0,4.8,5.0,0.65
27,starfruit,unknown,84.0,5.5,9.9,0.75
